Kalimat;Kelompok
Pemanasnya tidak bekerja.;pernyataan
Cukup, terima kasih.;pernyataan
Apakah Anda tinggal di sekitar sini?;pertanyaan
Bisakah Anda mengirimkannya ke Jepang?;pertanyaan
Dimana toko suvenir?;pertanyaan
Tolong ulangi, perlahan-lahan.;perintah
Dia tidak seperti dia seharusnya. Dia terlalu dingin untuk ukuran manusia.;pernyataan
Saya akan mengubah penerbangan Anda jika Anda memberi saya lima ribu mil.;pernyataan
Bisakah saya datang kembali kepada Anda dengan jawaban Jumat ini?;pertanyaan
Nah, biarkan saya memeriksa kelebihan dan kekurangannya. Apa jenis kamera ini?;pertanyaan
Saya sangat menyesal, kami sedang mempersiapkan kamar yang Anda inginkan.;pernyataan
Saya ingin mengirim kartu pos ini melalui pos udara.;pernyataan
Oh, itu menunjukkan stasiun kereta bawah tanah dan perhentian bus. ;pernyataan
Ah, saya rindu Shibazuke.;pernyataan
Mulai dari mana itu?;pertanyaan
Saya di jalan raya satu di dekat Morro Bay.;pernyataan
Dia berbicara bahasa Inggris dengan baik, bukan?;pertanyaan
Saya menginginkan es krim.;pernyataan
Ya, kami punya. Sebuah kursus setengah hari dan kursus sehari penuh.;pernyataan
Saya akan merekomendasikan sebuah anting-anting.;pernyataan
Tolong, saya ingin sebuah jam alarm.;pernyataan
Tolong, saya ingin membatalkan reservasi saya.;pernyataan
Tolong, pesan dua tiket kursi untuk Washington DC pada jam delapan.;pernyataan
bagaimana sistem pengembalian dananya?;pertanyaan
Tolong ubah seratus dolar ini ke dalam satu pecahan lima puluh dolar dan lima pecahan sepuluh dolar.;perintah
Pada usia berapa diperbolehkan memainkan mesin slot?;pertanyaan
Lampunya tidak bekerja.;pernyataan
ngomong - omong, nama saya adalah Hiroshi Iijima.;pernyataan
Apa Jenis makanan ini?;pertanyaan
Berapa perbedaan waktu antara Tokyo dan di sini?;pertanyaan
Kereta ini berhenti di Lake Forest, bukan?;pertanyaan
Tidak, itu untuk penggunaan pribadi saya.;pernyataan
Berapa harganya semua?;pertanyaan
Terima kasih, Pak.;pernyataan
Pergi lurus dan berbelok ke kanan di tikungan ketiga.;perintah
Untuk kapan? Untuk berapa banyak? Bolehkah saya menulis nama Anda?;pertanyaan
Saya merasakan sakit yang perih di perut saya.;pernyataan
Sebagian besar orang Jepang makan gurita dan cumi-cumi.;pernyataan
Saya mengerti. Saya akan senang untuk membawa Anda ke toko resmi.;pernyataan
Tolong, Tunjukkan daftar anggurnya.;perintah
Apakah Anda melihat itu?;pertanyaan
Ini hadiah, dapatkah Anda membungkusnya untuk saya?;pertanyaan
Tolong, saya mau uang logam dalam berbagai pecahan.;pernyataan
Dia punya pistol.;pernyataan
Tolong, Dapatkah saya memesan dua tiket kelas dua ke Chicago?;pertanyaan
dengan senang hati.;pernyataan
Dapatkah Anda membuat reservasi untuk saya?;pertanyaan
Saya telah pergi ke New York.;pernyataan
Anda bisa duduk di luar, juga.;pernyataan
Kapan kereta berangkat ke Manchester?;pertanyaan
Saya ingin mengubah reservasi saya untuk penerbangan dua - nol - lima tanggal dua Oktober.;pernyataan
Berapa nomor penerbangannya?;pertanyaan
pergi berjalan kaki.;pernyataan
Apakah saya membayar untuk gas?;pertanyaan
Dimana layanan penginapan Delta?;pertanyaan
Apakah ini makanan rendah natrium?;pertanyaan
Saya ingin setengah botol anggur merah.;pernyataan
Barang ini tidak diizinkan.;pernyataan
Apakah kita harus menunggu lama?;pertanyaan
Saya pikir kita bisa. ini slip anda.;pernyataan
Apa yang Anda lakukan terakhir, sebelum pergi tidur tidur?;pertanyaan
Kapan bank buka?;pertanyaan
Ya. Tolong, saya ingin sarapan yang ada pada menu Anda.;pernyataan
Apakah saya punya waktu untuk makan?;pertanyaan
Dapatkah Anda menjaga tas saya?;pertanyaan
Tidak, saya akan mendapatkannya selama saya tinggal.;pernyataan
Apakah itu luntur?;pertanyaan
Apakah ini khusus untuk kabupaten ini?;pertanyaan
Saya ingin biskuit.;pernyataan
Gerbang menumpang Anda telah diubah menjadi gerbang tujuh.;pernyataan
Tolong satu untuk ke New York.;perintah
Apakah Anda yakin Anda benar-benar tidak bisa pergi besok?;pertanyaan
Seribu dua ratus dolar dalam bentuk cek perjalanan, tiga ratus dolar dan lima puluh ribu yen tunai.;pernyataan
Dan milik saya adalah yang terbaik di Chicago.;pernyataan
Selama sekitar beberapa hari.;pernyataan
Yang kedua ke kiri.;pernyataan
Mereka terlalu kecil.;pernyataan
Siapa yang bertanggung jawab di bagian ini?;pertanyaan
Saya meletakkan segala sesuatu ke dalam koper itu. Apakah ada cara Anda dapat membantu saya sampai tas saya kembali?;pertanyaan
Oke. Anda ingin tiba di Los Angeles sekitar pukul dua?;pertanyaan
Bagaimana sulitnya perjalanan ini?;pertanyaan
Apakah Anda punya kacamata anti matahari untuk wanita?;pertanyaan
Tolong, saya mau duduk dekat jendela.;pernyataan
Saya tidak bisa melihat apapun di malam hari.;pernyataan
Bisakah saya naik Eurailpass?;pertanyaan
Berapa lama waktu yang dibutuhkan untuk mencapai Jepang?;pertanyaan
Apakah Anda punya peta jalan?;pertanyaan
Oh, ya. Saya membaca tentang dia di buku pedoman.;pernyataan
Mereka berada di ruang bawah tanah.;pernyataan
Saya memesan tiga cangkir teh. Tapi kita hanya dua yang datang.;pernyataan
Peralatan listrik sangat murah, namun biaya makanan dan perumahan sangat tinggi.;pernyataan
Untuk mengambil.;pernyataan
Kami akan tiba di Paddington dalam beberapa menit.;pernyataan
Saya biasanya mengambil ukuran dua puluh dua di Jepang.;pernyataan
Kapan jam museum seni?;pertanyaan
Apakah Anda keberatan jika saya mengambil beberapa gambar melalui jendela?;pertanyaan
Harap hati-hati dalam membungkusnya sehingga tidak akan ada yang rusak. ;pernyataan
Saya ingin mengubah reservasi saya di JAL empat nol nol dua ke Tokyo pada pukul lima.;pernyataan
Di mana saya harus membayar?;pertanyaan
Kartu ini, Oke?;pertanyaan
Penerima menelpon nona Kayo Hirokawa, nomor telepon Jepang nol satu dua tiga empat lima enam tujuh delapan sembilan.;pernyataan
Ini bukan seperti apa yang saya pesan. ;pernyataan
Perhatikan diri Anda dengan hati-hati.;perintah
Ini adalah perjalanan pertama Anda ke luar negeri?;pertanyaan
Tolong, Bisakah Anda berbicara lebih keras?;pertanyaan
Yang mana tempat kursus untuk pemula '?;pertanyaan
Terima kasih. Kapan dan di mana saya harus mengambil tiket saya?;pertanyaan
Negara ini benar-benar punya berbagai jenis buah-buahan.;pernyataan
Saya ingin memasukkan dalam koper ini.;pernyataan
Oke, dalam tiga puluh menit, kita akan menyiapkan mereka.;pernyataan
Apakah makanan tersedia di pondok ski lereng itu?;pertanyaan
Permisi, saya terkunci di dalam. ;pernyataan
Apakah Anda pergi melalui Kawaramachi - dori?;pertanyaan
Tolong tukar dolar AS ini ke yen Jepang.;perintah
Anda belum berpengalaman.;pernyataan
Sulit untuk mengucapkan selamat tinggal.;pernyataan
Apakah ini meja resepsionis? Apakah ada klinik di dekatnya?;pertanyaan
Maaf, dapatkah saya menanyakan nama hidangan Anda?;pertanyaan
Mereka dalam keadaan terpaksa.;pernyataan
Tolong, Sepuluh dolar bahan bakar.;perintah
Pintu mana yang harus saya tuju berikutnya?;pertanyaan
Apakah sepuluh dolar cukup untuk taksi?;pertanyaan
Oke, apa ukuran yang Anda pakai?;pertanyaan
Saya pikir itu pemeranan dan alur cerita yang bagus.;pernyataan
Wow, terima kasih banyak.;pernyataan
Saya tidak senang dengan kamar ini.;pernyataan
Ini adalah gaya terbaru musim panas ini.;pernyataan
Tolong antar saya ke pusat kota.;perintah
Portir bertindak sedikit terlalu ramah dengan saya. Saya berani bertaruh dia menginginkan tip.;pernyataan
Apakah Anda punya makanan penutup yang khusus?;pertanyaan
Bisakah saya menyewa mobil?;pertanyaan
Ini rasanya aneh.;pernyataan
Saya mencari celana tanpa kancing.;pernyataan
Sementara saya keluar, tolong memperbaikinya.;perintah
Dia masih seorang siswa SMA.;pernyataan
Apakah Anda punya makanan ringan?;pertanyaan
Tolong berbicara perlahan.;perintah
Saya datang terlambat satu jam.;pernyataan
Dapatkah Anda mendandani saya?;pertanyaan
Saya Ken.;pernyataan
Ya. Tunggu, saya akan membawa satu untuk Anda.;pernyataan
Pelayan.;pernyataan
Apakah hujan terjadi sepanjang minggu ini?;pertanyaan
Tokyo. Kode area nol tiga. Nomornya satu dua tiga empat lima enam tujuh. Nona Yoko Tanaka.;pernyataan
Tolong, setengah botol.;perintah
Apakah mereka punya pertunjukan langsung?;pertanyaan
Sampai jumpa pada hari Rabu.;pernyataan
Saya ingin tenunan polos warna coklat.;pernyataan
Dan?;pertanyaan
Saya ingin tetap berada di bawah tiga puluh dolar.;pernyataan
Oh, maafkan saya. Saya akan memeriksanya segera.;pernyataan
Dapatkah saya melihat tas itu?;pertanyaan
Apakah Anda punya sesuatu yang lain?;pertanyaan
Anda perlu istirahat.;pernyataan
Silahkan kirim ke alamat ini.;perintah
Anda sebut itu apa?;pertanyaan
Silahkan mengisi kartu formulir pendaratan dan bea cukai ini.;perintah
Ini dua dolar dan lima puluh sen.;pernyataan
Apakah mobil ini pergi ke Seattle?;pertanyaan
Apakah saya membayar sebagian dari biaya sekarang?;pertanyaan
Apakah itu nyata atau buatan?;pertanyaan
Dapatkah Anda menunggu saya di sini?;pertanyaan
Dimana letak kotak surat?;pertanyaan
Oh, terima kasih. Saya sedang mencarinya tadi.;pernyataan
Tunggu sebentar. Saya akan menghubungkan Anda dengan operator di luar negeri.;pernyataan
Apakah harganya masih bisa ditawar?;pertanyaan
Tunai atau Tagihan?;pertanyaan
Saya benar - benar orang asing di tempat ini.;pernyataan
Tidak benar. Hanya sesuatu tidak mahal.;pertanyaan
Mungkinkah itu mesin cuci tangan di rumah?;pertanyaan
Tolong, saya ingin sekotak cat air.;pernyataan
Maafkan saya. Apa yang Anda inginkan?;pertanyaan
Saya ingin mengubah tanggal ke sembilan belas Mei.;pernyataan
Silakan tanda tangan di sini, dan ini adalah tanda terima untuk catatan Anda.;perintah
Saya ingin kaus kaki panjang.;pernyataan
Apakah Anda mencari sesuatu?;pertanyaan
Saya ingin naik bus ke Stasiun Penn. Yang mana yang harus saya naiki?;pertanyaan
Tolong Dapatkah Anda memecah ini menjadi empat?;pertanyaan
Empat malam.;pernyataan
Mana yang Anda inginkan untuk makan malam, daging sapi atau ayam?;pertanyaan
Saya butuh kaus kaki.;pernyataan
Nama saya Ichiro Tanaka. Saya akan segera ke sana.;pernyataan
Kami punya penerbangan ke Atlanta dengan transit ke San Francisco.;pernyataan
Ini sangat rendah kalori. Hanya tiga puluh kalori.;pernyataan
Saya ingin memesan kamar.;pernyataan
Anda berasal dari Jepang bagian mana?;pertanyaan
Kami paham bahwa Anda mengoperasikan berbagai jenis toko di Eropa. ;pernyataan
Sayangnya, dia sangat sibuk pada hari itu.;pernyataan
Dalam hal ini, saya akan merekomendasikan satu ini.;pernyataan
Saya merasa sulit untuk memahami keputusan untuk membangun pabrik baru di Singapura.;pernyataan
Layanan kamar.;pernyataan
Tolong perhatikan.;perintah
Dapatkah Anda membuatnya lebih murah karena ada beberapa noda?;pertanyaan
Kuil Ryoanji di Kyoto terkenal dengan kebun batuannya.;pernyataan
Apakah Anda punya perangko peringatan?;pertanyaan
Ini adalah ruang tiga satu tujuh. Dapatkah saya mendapat selimut lain?;pertanyaan
Bisakah Anda mengantarkan saya ke stasiun dalam lima belas menit?;pertanyaan
Kita perlu setoran untuk mobil.;pernyataan
Seorang pria menabrak saya. Setelah itu saya menyadari dompet saya hilang.;pernyataan
Tidak ada kamar kosong untuk kamar tunggal tetapi ada untuk kamar ganda.;pernyataan
Apakah tiket ini hanya berlaku untuk hari yang telah ditentukan?;pertanyaan
Dapatkah saya membeli tiket untuk bus wisata di sini?;pertanyaan
Jam berapa tiba di Milano?;pertanyaan
Apakah Anda punya seseorang yang bisa berbicara Jepang?;pertanyaan
Channel mana yang menayangkan musik populer?;pertanyaan
Bayi saya mengambil kereta pagi.;pernyataan
Delta Airlines.;pernyataan
Saya ingin seteko kopi.;pernyataan
Apakah itu punya kamar mandi dan toilet?;pertanyaan
Waktu sudah habis.;pernyataan
Dapatkah saya menggunakan ruang ini sampai pukul 4 sore?;pertanyaan
Saya mendengar Mr Yamada punya dua anak.;pernyataan
Yang gerbang yang harus saya masuki?;pertanyaan
Saya ingin menyewa perahu berlayar.;pernyataan
Bisakah Anda menemukannya?;pertanyaan
Dapatkah Anda mencuci piring nanti?;pertanyaan
Saya mau kompor gas.;pernyataan
Saya bisa mengeluarkannya dalam tiga hari.;pernyataan
Dapatkah Anda mengubah dolar Amerika ke poundsterling?;pertanyaan
Saya sangat suka ini, tapi saya ingin melihat barang-barang lainnya juga.;pernyataan
Tirainya tidak bekerja.;pernyataan
Tentu saja, Pak. Namamu?;pertanyaan
Saya tidak pernah menyukai reptil, manapun.;pernyataan
Saya tidak berpakaian resmi.;pernyataan
Tolong untuk berikutnya datang sendiri.;pernyataan
Tiga botol sake Jepang.;pernyataan
Saya tidak yakin apakah saya sudah mempersiapkan pakaian yang cukup untuk tiga minggu.;pernyataan
Dua dolar masing-masing.;pernyataan
Hmm - mereka tidak punya kedai kopi seperti di Jepang.;pernyataan
Siapa di dalamnya?;pertanyaan
Ini milik saya.;pernyataan
Kami akan pastikan brosurnya dikirimkan kepada Anda.;pernyataan
Ada sesuatu yang salah dengan lampu rem.;pernyataan
Maukah Anda membantu saya?;pertanyaan
Tolong tunjukkan saya sarung tangan kulit.;perintah
Mobil mogok. Silakan kirim seseorang untuk itu.;perintah
Anda bisa merekomendasikan sebuah buku bergambar untuk anak enam tahun?;pertanyaan
Tolong, bisakah Anda menjaga barang-barang berharga saya?;pertanyaan
Hi, Harry. Terima kasih telah mengundang kami.;pernyataan
Nah, kami ingin mencoba anggur putih.;pernyataan
Tentu saja, Bu.;pernyataan
Untuk bertemu, mereka pergi ke bioskop.;pernyataan
Apakah ini dijamin tidak menyusut bila dicuci?;pertanyaan
Saya punya sekitar seratus dolar di dalamnya.;pernyataan
pinggangnya perlu diangkat tiga centimeter.;pernyataan
Bagaimana dengan mencoba anting-anting ini?;pertanyaan
Kesalahan saya.;pernyataan
Dapatkah Anda mempercepatnya?;pertanyaan
Saya ingin beberapa penjepit jemuran.;pernyataan
Tolong, bisakah Anda memberikan kartu nama anda?;pertanyaan
adakah CD impor?;pertanyaan
Saya kembali. Tolong, kunci untuk nomor delapan nol dua.;perintah
Saya akan belajar percakapan bahasa Inggris.;pernyataan
Dapatkah saya mendapatkan sup lagi?;pertanyaan
Apakah Anda membaca buku-buku yang bagus baru-baru ini?;pertanyaan
Dapatkah Anda merekomendasikan sebuah hotel yang tidak terlalu mahal?;pertanyaan
Saya akan tinggal dengan seorang teman di New York.;pernyataan
Dapatkah saya membuat janji untuk besok?;pertanyaan
Jika ada yang mencari saya, beritahu mereka saya berada di warung kopi.;pernyataan
Saya yakin saya punya itu di saku mantel saya.;pernyataan
Apakah Anda tahu suatu tempat di mana saya bisa meninggalkan koper saya?;pertanyaan
Saya datang ke sini untuk bisnis.;pernyataan
Apakah ini satu dua tiga empat lima enam tujuh?;pertanyaan
Apakah Anda tahu sekolah menyelam yang baik?;pertanyaan
Berapa harganya jika termasuk dengan pajak?;pertanyaan
Berikan saya tisu.;pernyataan
ruangan sebelah terlalu berisik.;pernyataan
Nah, Dr Krebs tidak mau bertemu tanpa ada janji.;pernyataan
Saya bisa minta nama dan jumlah orang yang Anda undang?;pertanyaan
Sebuah hadiah?;pertanyaan
Akankah maskapai membayar saya untuk membeli beberapa keperluan dasar?;pertanyaan
Tolong, bisakah Anda mengatur penerbangan lain?;pertanyaan
Pergi ke Grand Hotel?;pertanyaan
Ada orang di sini dengan nama itu.;pernyataan
Tolong, dimana polisinya?;pertanyaan
Bolehkah saya meminjam perekat?;pertanyaan
Dapatkah saya mengembalikan mobil ke salah satu kantor Anda?;pertanyaan
Saya ingin sebuah ruangan dengan kamar mandi.;pernyataan
Permisi, koper saya hilang. Saya datang dengan penerbangan ABC nol nol tujuh.;pernyataan
Tidak ada yang keluar dari mesin?;pertanyaan
Apakah ini dijamin?;pertanyaan
Saya hanya punya tagihan satu dolar. Harap simpan kembaliannya.;pernyataan
Apa diagnosis Anda?;pertanyaan
Ini berada di ujung koridor di lantai tujuh, silahkan gunakan lift di sebelah kanan Anda.;perintah
Apakah Anda punya brosur wisata untuk kota ini?;pertanyaan
Tidak, sebenarnya orang-orang memanggil saya Marty.;pernyataan
Kami berada di Jones Street Station.;pernyataan
Saya tidak pernah berpikir untuk pergi ke konser klasik ketika saya di Jepang.;pernyataan
seHarusnya ada sebuah restoran Cajun bernama Kapten Cook di sini. Saya dengar makanannya enak. Oh, ini dia.;pernyataan
Pernahkah ada pekerjaan yang selesai dilakukan menggunakan mesin?;pertanyaan
Tolong, satu dolar saja.;perintah
Apa yang Anda inginkan untuk makanan penutup?;pertanyaan
Mari kita terbang lebih rendah.;perintah
Bisakah Anda menjelaskan hidangan ini kepada saya?;pertanyaan
Anda seharusnya mengambil penerbangan delapan dua nol, yang lepas landas lima belas menit yang lalu. Baiklah. Saya dapat mengatur penerbangan lain untuk Anda.;pernyataan
Ini dia. Kursi Anda berada di sekitar sini.;pernyataan
Di Sheraton.;pernyataan
Dia dalam perjalanan bisnis hingga Jumat mendatang.;pernyataan
Saya dan istri saya sangat senang Anda datang untuk tinggal bersama kami selama akhir pekan untuk merasakan kehidupan orang Amerika di negara ini.;pernyataan
Di sana satu sebelah kanan.;pernyataan
Seseorang membongkar bingkisan saya.;pernyataan
Sampai kapan Anda dapat menjaga tiket saya?;pertanyaan
Jika ada yang bisa saya lakukan untuk Anda, silahkan beritahu saya.;pernyataan
Dimana saya dapat membeli tiket lift?;pertanyaan
Ini enam ratus dolar per bulan ditambah deposito satu bulan, dan biaya bulan lain untuk pembayaran perantara kami.;pernyataan
Mana yang Anda lebih sukai mantel berkancing dua baris - atau berkancing sebaris?;pertanyaan
Oh, tidak apa-apa. Bagaimanapun juga kamu di sini.;pernyataan
Japan Airlines, nomor penerbangan satu dua tiga.;pernyataan
Saya perlu membeli sampo.;pernyataan
Saya suka gaya ini.;pernyataan
Bisakah Anda memberitahu saya ketika kita sampai ke Civic Center?;pertanyaan
Saya akan kembali kepada Anda dengan kembalian.;pernyataan
Tidak, saya tidak.;pernyataan
tembikar yang bagus. piring ini berharga tiga puluh dolar?;pertanyaan
Apakah Anda punya jaket yang bagus dengan harga sekitar seratus dolar?;pertanyaan
Dimana tukang daging terdekat?;pertanyaan
Dia sekitar tiga puluh an, kurang atau lebih.;pernyataan
Baiklah. Apakah Anda punya kelainan atau alergi?;pertanyaan
Jika dilihat dengan seksama, Anda tampaknya telah terkena beberapa jenis infeksi.;pernyataan
Tolong, bisakah saya mendapatkan tanda terima?;pertanyaan
Ada tiga dari kami.;pernyataan
Saya mengerti. Apakah Anda ingat berapa banyak Anda membayar tiket Anda?;pertanyaan
Bagaimana kalau bergabung dengan saya untuk minum?;pertanyaan
Berapa nomor kamar saya?;pertanyaan
Haruskah saya menandatanganinya?;pertanyaan
Dapatkah saya memesan dua kursi di lantai dua untuk malam ini?;pertanyaan
Kamar saya terkunci dan kuncinya berada di dalam.;pernyataan
Apakah itu termasuk pajak?;pertanyaan
Permisi. Tolong, bisakah Anda memberitahu saya jalan ke stasiun kereta api?;pertanyaan
Jam berapa kantor pos buka?;pertanyaan
Kami ingin tinggal selama empat malam dari tanggal satu Agustus.;pernyataan
Seperti tas ini yang terbuat dari vinyl, itu sangat kuat dan merupakan desain terbaru jika Anda memperhatikannya.;pernyataan
Makanan sangat enak, tapi saya sudah cukup. Terima kasih.;pernyataan
Dompet saya ketemu di kereta bawah tanah.;pernyataan
Saya harus pergi ke Kedutaan Besar Jepang.;pernyataan
Apa nama bunga itu?;pertanyaan
Tak bisakah Anda memberikannya kepada saya sedikit saja?;pertanyaan
Apakah ini untuk ke Chicago?;pertanyaan
Saya tidak tahu sama sekali ini adalah obat.;pernyataan
Saya pergi satu hari sebelumnya.;pernyataan
Harap cairkan cek perjalanan ini.;pernyataan
Ibu Suzuki di kamar satu dua tiga empat.;pernyataan
Saya sudah demam sejak kemarin lusa. Tenggorokan saya sakit parah. Saya tidak bisa menelan makanan apapun.;pernyataan
Ada perbedaan besar pada musim puncak.;pernyataan
di sini, di dinding, dan saklar untuk AC di sini.;pernyataan
Saya mau duduk di bagian belakang pesawat.;pernyataan
September tanggal limabelas adalah peringatan hari Respect -for - the- Aged Day.;pernyataan
Apakah ada pelayaran malam?;pertanyaan
Dimana letak menaranya?;pertanyaan
Dapatkah saya sampai di sana tepat waktu jika saya pergi dari sini sekarang?;pertanyaan
Tidak ada sabun di kamar saya.;pernyataan
Oke. Tapi saya berharap itu tidak akan lama.;pernyataan
Dimana penjual Air France?;pertanyaan
Dapatkah Anda membuat formulir untuk saya?;pertanyaan
Pesanan saya belum datang.;pernyataan
Saya membeli tas ini beberapa waktu yang lalu, tapi ritsletingnya rusak.;pernyataan
Saya terkesan dengan pemandangan indah kota di malam hari.;pernyataan
Anda ikut?;pertanyaan
Silahkan datang kembali ke bus jam tiga.;perintah
Jutaan orang mengunjungi kuil ibadah terkenal pada tahun pertama.;pernyataan
Tolong tunjukkan SIM Anda.;perintah
Pesawat akan lepas landas pukul satu lebih tiga puluh menit.;pernyataan
Jika mungkin, saya ingin meja di dekat jendela.;pernyataan
Saya seharusnya tidak minum apa pun yang mengandung garam.;pernyataan
Anda terserang flu.;pernyataan
Tolong, saya mau kursi di sebelah lorong.;pernyataan
Tolong beri saya perkiraan.;perintah
Itu baik-baik saja, terima kasih.;pernyataan
Apakah ada sesuatu yang dapat saya ambil untuk ruam ini?;pertanyaan
Dapatkah Anda mengubah kata-kata yang baru saja Anda katakan?;pertanyaan
kapan waktu keberangkatan kita menurut anda?;pertanyaan
Di mana saya bisa mendapatkan peta kota ini?;pertanyaan
Saya akan berada University of South California selama satu tahun.;pernyataan
Saya punya catatan dua sepuluh ribu yen.;pernyataan
Saya menyesal mereka sudah habis terjual.;pernyataan
Banyak orang Barat penasaran untuk merayakan pesta geisha?;pertanyaan
Apa saja isinya?;pertanyaan
Saya ingin mengirim kartu pos bergambar ini ke Jepang.;pernyataan
Tidak, Anda tidak harus membuat reservasi. langsung masuk saja.;pernyataan
Terima kasih. Ini kunci kamar Anda. Portir akan mengambil kopor Anda.;pernyataan
Saya takut saya menderita keracunan makanan.;pernyataan
Dapatkah saya memilih ini?;pertanyaan
Tolong jaga kopor saya.;perintah
Saya ingin menyewa mobil ukuran sedang dengan empat pintu.;pernyataan
Bisakah Anda memperbaiki lampu?;pertanyaan
Dimana saya bisa membeli tembikar?;pertanyaan
Kemeja saya basah.;pernyataan
Dapatkah Anda melanjutkan panggilan ini ke bagian urusan umum?;pertanyaan
Berapa lama waktu yang dibutuhkan untuk memesan?;pertanyaan
Saya mengerti apa yang Anda maksud.;pernyataan
Berapa banyak yen yang Anda miliki, Pak?;pertanyaan
Halo. Saya telah melakukan pemesanan.;pernyataan
Tolong ambilkan garam dan merica.;perintah
Saya melakukan reservasi melalui kantor Tokyo. Saya akan masuk telat malam ini.;pernyataan
Mari kita berbelanja dengan cepat.;perintah
Saya memesan kursi yang bebas asap rokok, tapi ini adalah kursi untuk perokok.;pernyataan
Mari kita pergi untuk minum.;perintah
Saya sarankan Anda membeli jenis ikan ini, kakap merah.;pernyataan
Tolong, bisakah Anda mengubahnya menjadi kelas dua?;pertanyaan
Tolong, bisakah Anda berbicara sedikit lebih keras?;pertanyaan
Saya tidak bisa melakukan itu, tapi saya akan menyerahkan kasus itu pada Anda.;pernyataan
Apakah ada penetapan waktu dan tempat?;pertanyaan
Terima kasih banyak. Saya ingin, tapi saya takut saya punya janji sebelumnya.;pernyataan
Berapa lama itu akan jadi sebelum dikeluarkan?;pertanyaan
Di Amerika sepak bola tingkat perguruan tinggi adalah semua tentang kemarahan.;pernyataan
Dapatkah Anda memberitahu saya kapan kereta akan mendekati Oxford?;pertanyaan
Oh, Bill. Saya menyukaimu, tapi ya sudahlah.;pernyataan
Anda menjualnya terlalu mahal kepada saya.;pernyataan
Saya ingin memastikan waktu keberangkatannya.;pernyataan
Apakah salah satu dari dua puluh kereta api untuk Dover berjalan tiap hari?;pertanyaan
Saya pikir saya tidak bisa banyak membantu Anda.;pernyataan
Dimana info olahraga?;pertanyaan
Ini adalah ukuran disini, yang biasa Anda sebut dengan ukuran umum.;pernyataan
Lantai berapa bagian penjual sepatu?;pertanyaan
Meliputi segala sesuatu?;pertanyaan
Menyeberang jalan di sana dan lurus sampai Anda datang ke persimpangan kedua. K Hotel berada di luar persimpangan.;pernyataan
Saya ingin sesuatu untuk mabuk.;pernyataan
Rendah lemak? Tidak mungkin. Apakah Anda bercanda?;pertanyaan
Dimana dan kapan tur ini akan berakhir?;pertanyaan
Yah, saya tidak tahu apakah saya peduli untuk itu.;pernyataan
Anak-anak menerima hadiah tahun baru.;pernyataan
Silahkan kirimkan amplop ini di bandara.;perintah
Saya minta sesuatu untuk sembelit.;pernyataan
Kami punya ikan yang sangat bagus hari ini.;pernyataan
Seratus mil pertama gratis, kemudian Anda harus membayar sepuluh sen per mil.;pernyataan
Airnya terlalu panas bagi saya untuk mandi.;pernyataan
Pada musim semi pohon ceri mekar.;pernyataan
Bisakah Anda memintanya untuk berhenti merokok, di sana?;pertanyaan
sekarang hari Jumat?;pertanyaan
Saya akan meneleponnya lagi.;pernyataan
Dia bukan orang yang tepat untuk masuk ke tempat seperti itu.;pernyataan
Saya punya gigi yang rusak.;pernyataan
Saya lebih memilih secangkir kopi, jika Anda tidak keberatan.;pernyataan
Oke. bensin biasa apa bensin yang lebih bagus?;pertanyaan
dapatkah saya meminta roti?;pertanyaan
Saya akan tinggal dengan teman saya di Los Angeles.;pernyataan
Dapatkah Anda mengambilkan saya krim untuk kopi saya?;pertanyaan
Persediaaanya tidak cukup.;pernyataan
Apakah saya perlu tiket express?;pertanyaan
Berikut adalah nomor telepon dan alamat e - mail saya.;pernyataan
Kamu dari mana?;pertanyaan
Berapa usia gereja itu?;pertanyaan
Bisakah Anda membelikan saya tiket untuk opera?;pertanyaan
Apakah Anda tahu kota ini dengan baik?;pertanyaan
Saya belum mendapatkan salad saya.;pernyataan
Apakah Anda punya bus tamasya untuk wisata ke kota?;pertanyaan
Maafkan saya. Saya juga orang asing disini.;pernyataan
Itu benar-benar cantik. Mungkin Anda bisa memberi saya beberapa ide untuk kebun saya?;pertanyaan
Jika Anda ingin meminjam salah satu buku saya, silahkan beritahu saya. Saya benar-benar tidak keberatan meminjamkannya kepada teman.;pernyataan
Ini semua yang saya miliki.;pernyataan
Bagaimana dengan dekorasi? Apakah Anda akan mengecat kamar ini kembali ketika penyewa akan tinggal?;pertanyaan
Saya ingin mengembalikan ini.;pernyataan
Saya ingin melakukan beberapa kegiatan amal.;pernyataan
Kami Mohon maaf, tapi telur rebus tidak tersedia.;pernyataan
Di mana saya bisa mendapatkan bagasi saya untuk penerbangan JAL lima nol satu?;pertanyaan
Berapa banyak pengembalian pajak yang akan saya dapatkan?;pertanyaan
Saya tidak bisa menemukannya.;pernyataan
Dapatkah memesan kentang tumbuk tanpa saus?;pertanyaan
Itu salah satu jenis siput dari Laut Karibia.;pernyataan
Mengapa Anda mengunjungi Amerika Serikat?;pertanyaan
maukah Anda mengubah serbetnya?;pertanyaan
Saya bisa menawarkan Ford Mustang berusia tujuh tahun untuk lima puluh dolar seminggu dengan jarak tempuh tidak terbatas.;pernyataan
Oh, ya. Ini dia.;pernyataan
Saya ingin kembali lagi ke sini ketika saya di Amerika.;pernyataan
Saya ada lebam di sini.;pernyataan
Anda akan diberi pertolongan pertama.;pernyataan
